2025-05-29 09:42:43,907 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-05-29 09:42:44,821 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-05-29 09:42:44,842 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2025-05-29 09:42:44,843 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2025-05-29 09:42:44,941 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-05-29 09:42:44,952 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-05-29 09:42:44,954 INFO  SwAddin.cs: 201 - Setting up command manager
2025-05-29 09:42:44,957 INFO  SwAddin.cs: 204 - Adding command manager
2025-05-29 09:42:44,963 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-05-29 09:42:44,965 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-05-29 09:42:44,966 INFO  SwAddin.cs: 210 - Adding event handlers
2025-05-29 09:42:44,991 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-05-29 19:45:51,989 INFO  SwAddin.cs: 294 - Assembly export called for file cw_urdf.SLDASM
2025-05-29 19:45:52,386 INFO  SwAddin.cs: 299 - Save is required
2025-05-29 19:45:52,387 INFO  SwAddin.cs: 313 - Saving assembly
2025-05-29 19:45:56,320 INFO  SwAddin.cs: 316 - Opening property manager
2025-05-29 19:45:57,569 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from cw_urdf.SLDASM
2025-05-29 19:45:57,980 INFO  ExportHelperExtension.cs: 1136 - Found 58 in cw_urdf.SLDASM
2025-05-29 19:45:57,982 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in cw_urdf.SLDASM
2025-05-29 19:45:57,983 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-05-29 19:45:58,037 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2025-05-29 19:45:58,043 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel_body_urdf-1
2025-05-29 19:45:58,046 INFO  ExportHelperExtension.cs: 1136 - Found 31 in wheel_body_urdf-1
2025-05-29 19:45:58,048 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel_body_urdf-1
2025-05-29 19:45:58,050 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Stem Caster Wheel Assembly.STEP-1
2025-05-29 19:45:58,053 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Stem Caster Wheel Assembly.STEP-1
2025-05-29 19:45:58,055 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Stem Caster Wheel Assembly.STEP-1
2025-05-29 19:45:58,057 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from chassis_urdf_new-1
2025-05-29 19:45:58,102 INFO  ExportHelperExtension.cs: 1136 - Found 73 in chassis_urdf_new-1
2025-05-29 19:45:58,123 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in chassis_urdf_new-1
2025-05-29 19:45:58,125 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lidar_urdf-1
2025-05-29 19:45:58,129 INFO  ExportHelperExtension.cs: 1136 - Found 28 in lidar_urdf-1
2025-05-29 19:45:58,132 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lidar_urdf-1
2025-05-29 19:45:58,134 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_rim_urdf-2
2025-05-29 19:45:58,152 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Wheel_rim_urdf-2
