2025-05-10 14:19:51,482 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-05-10 14:19:51,572 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-05-10 14:19:51,574 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2025-05-10 14:19:51,575 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2025-05-10 14:19:51,580 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-05-10 14:19:51,581 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-05-10 14:19:51,583 INFO  SwAddin.cs: 201 - Setting up command manager
2025-05-10 14:19:51,585 INFO  SwAddin.cs: 204 - Adding command manager
2025-05-10 14:19:51,591 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-05-10 14:19:51,594 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-05-10 14:19:51,594 INFO  SwAddin.cs: 210 - Adding event handlers
2025-05-10 14:19:51,600 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-05-10 14:44:56,549 INFO  SwAddin.cs: 294 - Assembly export called for file urdf_assem
2025-05-10 14:44:56,616 INFO  SwAddin.cs: 299 - Save is required
2025-05-10 14:44:56,616 INFO  SwAddin.cs: 313 - Saving assembly
2025-05-10 14:45:00,356 INFO  SwAddin.cs: 316 - Opening property manager
2025-05-10 14:45:00,938 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from urdf_assem
2025-05-10 14:45:01,044 INFO  ExportHelperExtension.cs: 1136 - Found 50 in urdf_assem
2025-05-10 14:45:01,047 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in urdf_assem
2025-05-10 14:45:01,049 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-05-10 14:45:01,168 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2025-05-10 14:45:01,208 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel_body_urdf-2
2025-05-10 14:45:01,211 INFO  ExportHelperExtension.cs: 1136 - Found 31 in wheel_body_urdf-2
2025-05-10 14:45:01,213 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel_body_urdf-2
2025-05-10 14:45:01,214 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel_body_urdf-1
2025-05-10 14:45:01,215 INFO  ExportHelperExtension.cs: 1136 - Found 31 in wheel_body_urdf-1
2025-05-10 14:45:01,216 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel_body_urdf-1
2025-05-10 14:45:01,217 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lidar_urdf-1
2025-05-10 14:45:01,218 INFO  ExportHelperExtension.cs: 1136 - Found 28 in lidar_urdf-1
2025-05-10 14:45:01,220 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lidar_urdf-1
2025-05-10 14:45:01,222 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robo_body_urdf-1
2025-05-10 14:45:01,223 INFO  ExportHelperExtension.cs: 1136 - Found 69 in robo_body_urdf-1
2025-05-10 14:45:01,225 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robo_body_urdf-1
2025-05-10 14:45:01,226 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_rim_urdf-2
2025-05-10 14:45:01,227 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Wheel_rim_urdf-2
2025-05-10 14:45:01,228 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel_rim_urdf-2
2025-05-10 14:45:01,229 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_rim_urdf-1
2025-05-10 14:45:01,230 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Wheel_rim_urdf-1
2025-05-10 14:45:01,231 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel_rim_urdf-1
2025-05-10 14:45:01,258 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from urdf_assem
2025-05-10 14:45:01,259 INFO  ExportHelperExtension.cs: 1136 - Found 50 in urdf_assem
2025-05-10 14:45:01,260 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in urdf_assem
2025-05-10 14:45:01,261 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-05-10 14:45:01,262 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2025-05-10 14:45:01,262 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel_body_urdf-2
2025-05-10 14:45:01,264 INFO  ExportHelperExtension.cs: 1136 - Found 31 in wheel_body_urdf-2
2025-05-10 14:45:01,265 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel_body_urdf-2
2025-05-10 14:45:01,265 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel_body_urdf-1
2025-05-10 14:45:01,266 INFO  ExportHelperExtension.cs: 1136 - Found 31 in wheel_body_urdf-1
2025-05-10 14:45:01,267 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel_body_urdf-1
2025-05-10 14:45:01,268 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from lidar_urdf-1
2025-05-10 14:45:01,269 INFO  ExportHelperExtension.cs: 1136 - Found 28 in lidar_urdf-1
2025-05-10 14:45:01,270 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in lidar_urdf-1
2025-05-10 14:45:01,271 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from robo_body_urdf-1
2025-05-10 14:45:01,272 INFO  ExportHelperExtension.cs: 1136 - Found 69 in robo_body_urdf-1
2025-05-10 14:45:01,273 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in robo_body_urdf-1
2025-05-10 14:45:01,274 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheel_rim_urdf-2
2025-05-10 14:45:01,275 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Wheel_rim_urdf-2
2025-05-10 14:45:01,275 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheel_rim_urdf-2
2025-05-10 14:45:01,276 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wheel_rim_urdf-1
2025-05-10 14:45:01,277 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Wheel_rim_urdf-1
2025-05-10 14:45:01,278 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wheel_rim_urdf-1
2025-05-10 14:45:03,256 INFO  SwAddin.cs: 339 - Loading config tree
2025-05-10 14:45:03,276 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-05-10 14:45:03,296 INFO  SwAddin.cs: 344 - Showing property manager
2025-05-10 14:45:37,923 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-05-10 14:46:16,884 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-05-10 14:46:17,194 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-05-10 14:46:17,647 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
